,Place,ProductId,ProductName,UmId,UmName,Month,Year,Price
54,National Average,52,Rice - Retail,5,KG,1,2019,8.4275
55,National Average,52,Rice - Retail,5,KG,2,2019,8.7656
56,National Average,52,Rice - Retail,5,KG,3,2019,8.8101
57,National Average,52,Rice - Retail,5,KG,4,2019,8.9266
58,National Average,52,Rice - Retail,5,KG,5,2019,9.1866
59,National Average,52,Rice - Retail,5,KG,6,2019,9.2781
60,National Average,52,Rice - Retail,5,KG,7,2019,9.4634
61,National Average,52,Rice - Retail,5,KG,8,2019,9.4681
62,National Average,52,Rice - Retail,5,KG,9,2019,9.5
63,National Average,52,Rice - Retail,5,KG,10,2019,9.4346
64,National Average,52,Rice - Retail,5,KG,11,2019,9.4267
65,National Average,52,Rice - Retail,5,KG,12,2019,9.5616
66,National Average,58,Wheat flour - Retail,5,KG,5,2013,2.1988
67,National Average,58,Wheat flour - Retail,5,KG,6,2013,2.2139
68,National Average,58,Wheat flour - Retail,5,KG,11,2013,2.2671
69,National Average,58,Wheat flour - Retail,5,KG,12,2013,2.3416
70,National Average,58,Wheat flour - Retail,5,KG,1,2014,2.3921
71,National Average,58,Wheat flour - Retail,5,KG,2,2014,2.4358
72,National Average,58,Wheat flour - Retail,5,KG,3,2014,2.4724
73,National Average,58,Wheat flour - Retail,5,KG,5,2014,2.543
74,National Average,58,Wheat flour - Retail,5,KG,6,2014,2.6028
75,National Average,58,Wheat flour - Retail,5,KG,7,2014,2.5997
76,National Average,58,Wheat flour - Retail,5,KG,8,2014,2.6186
77,National Average,58,Wheat flour - Retail,5,KG,9,2014,2.6225
78,National Average,58,Wheat flour - Retail,5,KG,10,2014,2.626
79,National Average,58,Wheat flour - Retail,5,KG,11,2014,2.648
80,National Average,58,Wheat flour - Retail,5,KG,12,2014,2.655
81,National Average,58,Wheat flour - Retail,5,KG,1,2015,2.684
82,National Average,58,Wheat flour - Retail,5,KG,2,2015,2.671
83,National Average,58,Wheat flour - Retail,5,KG,3,2015,2.646
84,National Average,58,Wheat flour - Retail,5,KG,4,2015,2.63
85,National Average,58,Wheat flour - Retail,5,KG,5,2015,2.65
86,National Average,58,Wheat flour - Retail,5,KG,6,2015,2.68
87,National Average,58,Wheat flour - Retail,5,KG,7,2015,2.65
88,National Average,58,Wheat flour - Retail,5,KG,8,2015,2.67
89,National Average,58,Wheat flour - Retail,5,KG,9,2015,2.65
90,National Average,58,Wheat flour - Retail,5,KG,10,2015,2.65
91,National Average,58,Wheat flour - Retail,5,KG,11,2015,2.75
92,National Average,58,Wheat flour - Retail,5,KG,12,2015,2.74
93,National Average,58,Wheat flour - Retail,5,KG,1,2016,2.78
94,National Average,58,Wheat flour - Retail,5,KG,2,2016,2.79
95,National Average,58,Wheat flour - Retail,5,KG,3,2016,2.84
96,National Average,58,Wheat flour - Retail,5,KG,4,2016,2.79
97,National Average,58,Wheat flour - Retail,5,KG,5,2016,2.89
98,National Average,58,Wheat flour - Retail,5,KG,6,2016,2.88
99,National Average,58,Wheat flour - Retail,5,KG,7,2016,2.87
100,National Average,58,Wheat flour - Retail,5,KG,8,2016,2.86
101,National Average,58,Wheat flour - Retail,5,KG,9,2016,2.87
102,National Average,58,Wheat flour - Retail,5,KG,10,2016,2.83
103,National Average,58,Wheat flour - Retail,5,KG,11,2016,2.85
104,National Average,58,Wheat flour - Retail,5,KG,12,2016,2.93
105,National Average,58,Wheat flour - Retail,5,KG,1,2017,2.9
106,National Average,58,Wheat flour - Retail,5,KG,2,2017,2.86
107,National Average,58,Wheat flour - Retail,5,KG,3,2017,2.86
108,National Average,58,Wheat flour - Retail,5,KG,1,2018,3.0404
109,National Average,58,Wheat flour - Retail,5,KG,2,2018,3.1196
110,National Average,58,Wheat flour - Retail,5,KG,3,2018,3.1208
111,National Average,58,Wheat flour - Retail,5,KG,4,2018,3.163
112,National Average,58,Wheat flour - Retail,5,KG,5,2018,3.0999
113,National Average,58,Wheat flour - Retail,5,KG,6,2018,3.1645
114,National Average,58,Wheat flour - Retail,5,KG,7,2018,3.1661
115,National Average,58,Wheat flour - Retail,5,KG,8,2018,3.2236
116,National Average,58,Wheat flour - Retail,5,KG,9,2018,3.4645
117,National Average,58,Wheat flour - Retail,5,KG,10,2018,3.7268
118,National Average,58,Wheat flour - Retail,5,KG,11,2018,4.032
119,National Average,58,Wheat flour - Retail,5,KG,12,2018,4.0832
120,National Average,58,Wheat flour - Retail,5,KG,1,2019,3.5069
121,National Average,58,Wheat flour - Retail,5,KG,2,2019,3.4963
122,National Average,58,Wheat flour - Retail,5,KG,3,2019,3.5575
123,National Average,58,Wheat flour - Retail,5,KG,4,2019,3.6129
124,National Average,58,Wheat flour - Retail,5,KG,5,2019,3.5917
125,National Average,58,Wheat flour - Retail,5,KG,6,2019,3.6199
126,National Average,58,Wheat flour - Retail,5,KG,7,2019,3.6808
127,National Average,58,Wheat flour - Retail,5,KG,8,2019,3.7026
128,National Average,58,Wheat flour - Retail,5,KG,9,2019,3.6793
129,National Average,58,Wheat flour - Retail,5,KG,10,2019,3.7043
130,National Average,58,Wheat flour - Retail,5,KG,11,2019,3.7598
131,National Average,58,Wheat flour - Retail,5,KG,12,2019,3.9411
132,National Average,66,Beans (white) - Retail,5,KG,5,2013,5.8919
133,National Average,66,Beans (white) - Retail,5,KG,6,2013,6.1
134,National Average,66,Beans (white) - Retail,5,KG,11,2013,7.1636
135,National Average,66,Beans (white) - Retail,5,KG,12,2013,8.5757
136,National Average,66,Beans (white) - Retail,5,KG,1,2014,9.5418
137,National Average,66,Beans (white) - Retail,5,KG,2,2014,10.0604
138,National Average,66,Beans (white) - Retail,5,KG,3,2014,10.2467
139,National Average,66,Beans (white) - Retail,5,KG,5,2014,10.1722
140,National Average,66,Beans (white) - Retail,5,KG,6,2014,10.077
141,National Average,66,Beans (white) - Retail,5,KG,7,2014,9.9862
142,National Average,66,Beans (white) - Retail,5,KG,8,2014,9.8362
143,National Average,66,Beans (white) - Retail,5,KG,9,2014,9.4139
144,National Average,66,Beans (white) - Retail,5,KG,10,2014,8.67
145,National Average,66,Beans (white) - Retail,5,KG,11,2014,8.277
146,National Average,66,Beans (white) - Retail,5,KG,12,2014,8.046
147,National Average,66,Beans (white) - Retail,5,KG,1,2015,7.665
148,National Average,66,Beans (white) - Retail,5,KG,2,2015,7.523
149,National Average,66,Beans (white) - Retail,5,KG,3,2015,7.442
150,National Average,66,Beans (white) - Retail,5,KG,4,2015,7.47
151,National Average,66,Beans (white) - Retail,5,KG,5,2015,7.43
152,National Average,66,Beans (white) - Retail,5,KG,6,2015,7.34
153,National Average,66,Beans (white) - Retail,5,KG,7,2015,7.3
154,National Average,66,Beans (white) - Retail,5,KG,8,2015,7.18
155,National Average,66,Beans (white) - Retail,5,KG,9,2015,7.09
156,National Average,66,Beans (white) - Retail,5,KG,10,2015,7.09
157,National Average,66,Beans (white) - Retail,5,KG,11,2015,6.99
158,National Average,66,Beans (white) - Retail,5,KG,12,2015,6.94
159,National Average,66,Beans (white) - Retail,5,KG,1,2016,7.0
160,National Average,66,Beans (white) - Retail,5,KG,2,2016,7.05
161,National Average,66,Beans (white) - Retail,5,KG,3,2016,6.89
162,National Average,66,Beans (white) - Retail,5,KG,4,2016,7.01
163,National Average,66,Beans (white) - Retail,5,KG,5,2016,6.78
164,National Average,66,Beans (white) - Retail,5,KG,6,2016,6.59
165,National Average,66,Beans (white) - Retail,5,KG,7,2016,6.74
166,National Average,66,Beans (white) - Retail,5,KG,8,2016,6.79
167,National Average,66,Beans (white) - Retail,5,KG,9,2016,6.89
168,National Average,66,Beans (white) - Retail,5,KG,10,2016,6.93
169,National Average,66,Beans (white) - Retail,5,KG,11,2016,7.07
170,National Average,66,Beans (white) - Retail,5,KG,12,2016,7.65
171,National Average,66,Beans (white) - Retail,5,KG,1,2017,7.6
172,National Average,66,Beans (white) - Retail,5,KG,2,2017,7.97
173,National Average,66,Beans (white) - Retail,5,KG,3,2017,8.32
174,National Average,66,Beans (white) - Retail,5,KG,1,2018,8.4655
175,National Average,66,Beans (white) - Retail,5,KG,2,2018,8.3283
176,National Average,66,Beans (white) - Retail,5,KG,3,2018,8.2225
177,National Average,66,Beans (white) - Retail,5,KG,4,2018,8.1941
178,National Average,66,Beans (white) - Retail,5,KG,5,2018,8.0966
179,National Average,66,Beans (white) - Retail,5,KG,6,2018,8.2217
180,National Average,66,Beans (white) - Retail,5,KG,7,2018,8.2422
181,National Average,66,Beans (white) - Retail,5,KG,8,2018,8.3464
182,National Average,66,Beans (white) - Retail,5,KG,9,2018,8.7955
183,National Average,66,Beans (white) - Retail,5,KG,10,2018,9.669
184,National Average,66,Beans (white) - Retail,5,KG,11,2018,10.9928
185,National Average,66,Beans (white) - Retail,5,KG,12,2018,11.1514
186,National Average,66,Beans (white) - Retail,5,KG,1,2019,10.2762
187,National Average,66,Beans (white) - Retail,5,KG,2,2019,10.4701
188,National Average,66,Beans (white) - Retail,5,KG,3,2019,10.5293
189,National Average,66,Beans (white) - Retail,5,KG,4,2019,10.614
190,National Average,66,Beans (white) - Retail,5,KG,5,2019,10.9775
191,National Average,66,Beans (white) - Retail,5,KG,6,2019,12.0282
192,National Average,66,Beans (white) - Retail,5,KG,7,2019,12.096
193,National Average,66,Beans (white) - Retail,5,KG,8,2019,12.1776
194,National Average,66,Beans (white) - Retail,5,KG,9,2019,12.0821
195,National Average,66,Beans (white) - Retail,5,KG,10,2019,11.6221
196,National Average,66,Beans (white) - Retail,5,KG,11,2019,11.598
197,National Average,66,Beans (white) - Retail,5,KG,12,2019,12.2076
198,National Average,83,Potatoes - Retail,5,KG,6,2015,1.86
199,National Average,83,Potatoes - Retail,5,KG,7,2015,1.84
200,National Average,83,Potatoes - Retail,5,KG,8,2015,1.53
201,National Average,83,Potatoes - Retail,5,KG,9,2015,1.45
202,National Average,83,Potatoes - Retail,5,KG,10,2015,1.45
203,National Average,83,Potatoes - Retail,5,KG,11,2015,1.36
204,National Average,83,Potatoes - Retail,5,KG,12,2015,1.28
205,National Average,83,Potatoes - Retail,5,KG,1,2016,1.32
206,National Average,83,Potatoes - Retail,5,KG,2,2016,1.39
207,National Average,83,Potatoes - Retail,5,KG,3,2016,1.22
208,National Average,83,Potatoes - Retail,5,KG,4,2016,1.37
209,National Average,83,Potatoes - Retail,5,KG,5,2016,1.06
210,National Average,83,Potatoes - Retail,5,KG,6,2016,0.96
211,National Average,83,Potatoes - Retail,5,KG,7,2016,0.93
212,National Average,83,Potatoes - Retail,5,KG,8,2016,0.9
213,National Average,83,Potatoes - Retail,5,KG,9,2016,0.91
214,National Average,83,Potatoes - Retail,5,KG,10,2016,0.91
215,National Average,83,Potatoes - Retail,5,KG,11,2016,0.96
216,National Average,83,Potatoes - Retail,5,KG,12,2016,1.2
217,National Average,83,Potatoes - Retail,5,KG,1,2017,1.24
218,National Average,83,Potatoes - Retail,5,KG,2,2017,1.27
219,National Average,83,Potatoes - Retail,5,KG,3,2017,1.27
220,National Average,83,Potatoes - Retail,5,KG,1,2018,1.7149
221,National Average,83,Potatoes - Retail,5,KG,2,2018,1.6418
222,National Average,83,Potatoes - Retail,5,KG,3,2018,1.6105
223,National Average,83,Potatoes - Retail,5,KG,4,2018,1.6485
224,National Average,83,Potatoes - Retail,5,KG,5,2018,2.2197
225,National Average,83,Potatoes - Retail,5,KG,6,2018,3.6257
226,National Average,83,Potatoes - Retail,5,KG,7,2018,3.0989
227,National Average,83,Potatoes - Retail,5,KG,8,2018,2.5981
228,National Average,83,Potatoes - Retail,5,KG,9,2018,2.3863
229,National Average,83,Potatoes - Retail,5,KG,10,2018,2.4345
230,National Average,83,Potatoes - Retail,5,KG,11,2018,2.8067
231,National Average,83,Potatoes - Retail,5,KG,12,2018,3.0695
232,National Average,83,Potatoes - Retail,5,KG,1,2019,3.6181
233,National Average,83,Potatoes - Retail,5,KG,2,2019,3.8593
234,National Average,83,Potatoes - Retail,5,KG,3,2019,4.1696
235,National Average,83,Potatoes - Retail,5,KG,4,2019,5.1355
236,National Average,83,Potatoes - Retail,5,KG,5,2019,4.3714
237,National Average,83,Potatoes - Retail,5,KG,6,2019,2.9433
238,National Average,83,Potatoes - Retail,5,KG,7,2019,2.7174
239,National Average,83,Potatoes - Retail,5,KG,8,2019,2.3713
240,National Average,83,Potatoes - Retail,5,KG,9,2019,2.0816
241,National Average,83,Potatoes - Retail,5,KG,10,2019,2.0704
242,National Average,83,Potatoes - Retail,5,KG,11,2019,2.0306
243,National Average,83,Potatoes - Retail,5,KG,12,2019,2.0691
244,National Average,92,Eggs - Retail,33,Unit,5,2013,0.2539
245,National Average,92,Eggs - Retail,33,Unit,6,2013,0.2677
246,National Average,92,Eggs - Retail,33,Unit,11,2013,0.3556
247,National Average,92,Eggs - Retail,33,Unit,12,2013,0.3635
248,National Average,92,Eggs - Retail,33,Unit,1,2014,0.3749
249,National Average,92,Eggs - Retail,33,Unit,2,2014,0.3739
250,National Average,92,Eggs - Retail,33,Unit,3,2014,0.3638
251,National Average,92,Eggs - Retail,33,Unit,5,2014,0.3399
252,National Average,92,Eggs - Retail,33,Unit,6,2014,0.3551
253,National Average,92,Eggs - Retail,33,Unit,7,2014,0.3313
254,National Average,92,Eggs - Retail,33,Unit,8,2014,0.3626
255,National Average,92,Eggs - Retail,33,Unit,9,2014,0.3889
256,National Average,92,Eggs - Retail,33,Unit,10,2014,0.326
257,National Average,92,Eggs - Retail,33,Unit,11,2014,0.315
258,National Average,92,Eggs - Retail,33,Unit,12,2014,0.319
259,National Average,92,Eggs - Retail,33,Unit,1,2015,0.321
260,National Average,92,Eggs - Retail,33,Unit,2,2015,0.34
261,National Average,92,Eggs - Retail,33,Unit,3,2015,0.346
262,National Average,92,Eggs - Retail,33,Unit,4,2015,0.32
263,National Average,92,Eggs - Retail,33,Unit,5,2015,0.31
264,National Average,92,Eggs - Retail,33,Unit,6,2015,0.33
265,National Average,92,Eggs - Retail,33,Unit,7,2015,0.33
266,National Average,92,Eggs - Retail,33,Unit,8,2015,0.35
267,National Average,92,Eggs - Retail,33,Unit,9,2015,0.4
268,National Average,92,Eggs - Retail,33,Unit,10,2015,0.4
269,National Average,92,Eggs - Retail,33,Unit,11,2015,0.39
270,National Average,92,Eggs - Retail,33,Unit,12,2015,0.39
271,National Average,92,Eggs - Retail,33,Unit,1,2016,0.39
272,National Average,92,Eggs - Retail,33,Unit,2,2016,0.38
273,National Average,92,Eggs - Retail,33,Unit,3,2016,0.34
274,National Average,92,Eggs - Retail,33,Unit,4,2016,0.35
275,National Average,92,Eggs - Retail,33,Unit,5,2016,0.3
276,National Average,92,Eggs - Retail,33,Unit,6,2016,0.32
277,National Average,92,Eggs - Retail,33,Unit,7,2016,0.32
278,National Average,92,Eggs - Retail,33,Unit,8,2016,0.32
279,National Average,92,Eggs - Retail,33,Unit,9,2016,0.35
280,National Average,92,Eggs - Retail,33,Unit,10,2016,0.35
281,National Average,92,Eggs - Retail,33,Unit,11,2016,0.35
282,National Average,92,Eggs - Retail,33,Unit,12,2016,0.57
283,National Average,92,Eggs - Retail,33,Unit,1,2017,0.47
284,National Average,92,Eggs - Retail,33,Unit,2,2017,0.49
285,National Average,92,Eggs - Retail,33,Unit,3,2017,0.46
286,National Average,92,Eggs - Retail,33,Unit,1,2018,0.4984
287,National Average,92,Eggs - Retail,33,Unit,2,2018,0.4786
288,National Average,92,Eggs - Retail,33,Unit,3,2018,0.501
289,National Average,92,Eggs - Retail,33,Unit,4,2018,0.4661
290,National Average,92,Eggs - Retail,33,Unit,5,2018,0.4809
291,National Average,92,Eggs - Retail,33,Unit,6,2018,0.499
292,National Average,92,Eggs - Retail,33,Unit,7,2018,0.5392
293,National Average,92,Eggs - Retail,33,Unit,8,2018,0.6548
294,National Average,92,Eggs - Retail,33,Unit,9,2018,0.6733
295,National Average,92,Eggs - Retail,33,Unit,10,2018,0.6896
296,National Average,92,Eggs - Retail,33,Unit,11,2018,0.6331
297,National Average,92,Eggs - Retail,33,Unit,12,2018,0.6349
298,National Average,92,Eggs - Retail,33,Unit,1,2019,0.639
299,National Average,92,Eggs - Retail,33,Unit,2,2019,0.6286
300,National Average,92,Eggs - Retail,33,Unit,3,2019,0.5687
301,National Average,92,Eggs - Retail,33,Unit,4,2019,0.5379
302,National Average,92,Eggs - Retail,33,Unit,5,2019,0.4975
303,National Average,92,Eggs - Retail,33,Unit,6,2019,0.4139
304,National Average,92,Eggs - Retail,33,Unit,7,2019,0.4091
305,National Average,92,Eggs - Retail,33,Unit,8,2019,0.4326
306,National Average,92,Eggs - Retail,33,Unit,9,2019,0.4619
307,National Average,92,Eggs - Retail,33,Unit,10,2019,0.4544
308,National Average,92,Eggs - Retail,33,Unit,11,2019,0.4722
309,National Average,92,Eggs - Retail,33,Unit,12,2019,0.5163
310,National Average,94,Meat (chicken) - Retail,5,KG,5,2013,7.31
311,National Average,94,Meat (chicken) - Retail,5,KG,6,2013,6.7206
312,National Average,94,Meat (chicken) - Retail,5,KG,11,2013,6.2113
313,National Average,94,Meat (chicken) - Retail,5,KG,12,2013,6.4668
314,National Average,94,Meat (chicken) - Retail,5,KG,1,2014,7.1261
315,National Average,94,Meat (chicken) - Retail,5,KG,2,2014,7.5304
316,National Average,94,Meat (chicken) - Retail,5,KG,3,2014,7.7342
317,National Average,94,Meat (chicken) - Retail,5,KG,5,2014,7.6377
318,National Average,94,Meat (chicken) - Retail,5,KG,6,2014,7.1417
319,National Average,94,Meat (chicken) - Retail,5,KG,7,2014,7.4939
320,National Average,94,Meat (chicken) - Retail,5,KG,8,2014,7.5723
321,National Average,94,Meat (chicken) - Retail,5,KG,9,2014,7.3224
322,National Average,94,Meat (chicken) - Retail,5,KG,10,2014,6.769
323,National Average,94,Meat (chicken) - Retail,5,KG,11,2014,6.639
324,National Average,94,Meat (chicken) - Retail,5,KG,12,2014,6.507
325,National Average,94,Meat (chicken) - Retail,5,KG,1,2015,6.672
326,National Average,94,Meat (chicken) - Retail,5,KG,2,2015,6.789
327,National Average,94,Meat (chicken) - Retail,5,KG,3,2015,6.86
328,National Average,94,Meat (chicken) - Retail,5,KG,4,2015,6.96
329,National Average,94,Meat (chicken) - Retail,5,KG,5,2015,7.12
330,National Average,94,Meat (chicken) - Retail,5,KG,6,2015,6.82
331,National Average,94,Meat (chicken) - Retail,5,KG,7,2015,7.41
332,National Average,94,Meat (chicken) - Retail,5,KG,8,2015,7.53
333,National Average,94,Meat (chicken) - Retail,5,KG,9,2015,7.25
334,National Average,94,Meat (chicken) - Retail,5,KG,10,2015,7.25
335,National Average,94,Meat (chicken) - Retail,5,KG,11,2015,6.79
336,National Average,94,Meat (chicken) - Retail,5,KG,12,2015,6.84
337,National Average,94,Meat (chicken) - Retail,5,KG,1,2016,7.21
338,National Average,94,Meat (chicken) - Retail,5,KG,2,2016,7.21
339,National Average,94,Meat (chicken) - Retail,5,KG,3,2016,7.28
340,National Average,94,Meat (chicken) - Retail,5,KG,4,2016,7.15
341,National Average,94,Meat (chicken) - Retail,5,KG,5,2016,7.77
342,National Average,94,Meat (chicken) - Retail,5,KG,6,2016,7.84
343,National Average,94,Meat (chicken) - Retail,5,KG,7,2016,7.87
344,National Average,94,Meat (chicken) - Retail,5,KG,8,2016,7.75
345,National Average,94,Meat (chicken) - Retail,5,KG,9,2016,7.09
346,National Average,94,Meat (chicken) - Retail,5,KG,10,2016,6.84
347,National Average,94,Meat (chicken) - Retail,5,KG,11,2016,7.27
348,National Average,94,Meat (chicken) - Retail,5,KG,12,2016,7.93
349,National Average,94,Meat (chicken) - Retail,5,KG,1,2017,7.94
350,National Average,94,Meat (chicken) - Retail,5,KG,2,2017,7.86
351,National Average,94,Meat (chicken) - Retail,5,KG,3,2017,8.24
352,National Average,94,Meat (chicken) - Retail,5,KG,1,2018,8.263
353,National Average,94,Meat (chicken) - Retail,5,KG,2,2018,8.4598
354,National Average,94,Meat (chicken) - Retail,5,KG,3,2018,8.5795
355,National Average,94,Meat (chicken) - Retail,5,KG,4,2018,8.8825
356,National Average,94,Meat (chicken) - Retail,5,KG,5,2018,9.3107
357,National Average,94,Meat (chicken) - Retail,5,KG,6,2018,10.1439
358,National Average,94,Meat (chicken) - Retail,5,KG,7,2018,10.1419
359,National Average,94,Meat (chicken) - Retail,5,KG,8,2018,10.1672
360,National Average,94,Meat (chicken) - Retail,5,KG,9,2018,10.8702
361,National Average,94,Meat (chicken) - Retail,5,KG,10,2018,11.325
362,National Average,94,Meat (chicken) - Retail,5,KG,11,2018,11.0309
363,National Average,94,Meat (chicken) - Retail,5,KG,12,2018,10.9777
364,National Average,94,Meat (chicken) - Retail,5,KG,1,2019,10.8378
365,National Average,94,Meat (chicken) - Retail,5,KG,2,2019,10.9511
366,National Average,94,Meat (chicken) - Retail,5,KG,3,2019,11.128
367,National Average,94,Meat (chicken) - Retail,5,KG,4,2019,12.4853
368,National Average,94,Meat (chicken) - Retail,5,KG,5,2019,14.4604
369,National Average,94,Meat (chicken) - Retail,5,KG,6,2019,15.1264
370,National Average,94,Meat (chicken) - Retail,5,KG,7,2019,14.0579
371,National Average,94,Meat (chicken) - Retail,5,KG,8,2019,12.0621
372,National Average,94,Meat (chicken) - Retail,5,KG,9,2019,10.8495
373,National Average,94,Meat (chicken) - Retail,5,KG,10,2019,10.6085
374,National Average,94,Meat (chicken) - Retail,5,KG,11,2019,10.8699
375,National Average,94,Meat (chicken) - Retail,5,KG,12,2019,11.2866
376,National Average,97,Sugar - Retail,5,KG,5,2013,3.4592
377,National Average,97,Sugar - Retail,5,KG,6,2013,3.4728
378,National Average,97,Sugar - Retail,5,KG,11,2013,3.6395
379,National Average,97,Sugar - Retail,5,KG,12,2013,3.6451
380,National Average,97,Sugar - Retail,5,KG,1,2014,3.6472
381,National Average,97,Sugar - Retail,5,KG,2,2014,3.6784
382,National Average,97,Sugar - Retail,5,KG,3,2014,3.734
383,National Average,97,Sugar - Retail,5,KG,5,2014,3.7065
384,National Average,97,Sugar - Retail,5,KG,6,2014,3.7908
385,National Average,97,Sugar - Retail,5,KG,7,2014,3.9222
386,National Average,97,Sugar - Retail,5,KG,8,2014,3.9933
387,National Average,97,Sugar - Retail,5,KG,9,2014,4.0144
388,National Average,97,Sugar - Retail,5,KG,10,2014,3.707
389,National Average,97,Sugar - Retail,5,KG,11,2014,3.704
390,National Average,97,Sugar - Retail,5,KG,12,2014,3.723
391,National Average,97,Sugar - Retail,5,KG,1,2015,3.753
392,National Average,97,Sugar - Retail,5,KG,2,2015,3.696
393,National Average,97,Sugar - Retail,5,KG,3,2015,3.703
394,National Average,97,Sugar - Retail,5,KG,4,2015,3.71
395,National Average,97,Sugar - Retail,5,KG,5,2015,3.74
396,National Average,97,Sugar - Retail,5,KG,6,2015,3.73
397,National Average,97,Sugar - Retail,5,KG,7,2015,3.84
398,National Average,97,Sugar - Retail,5,KG,8,2015,3.98
399,National Average,97,Sugar - Retail,5,KG,9,2015,4.01
400,National Average,97,Sugar - Retail,5,KG,10,2015,4.01
401,National Average,97,Sugar - Retail,5,KG,11,2015,4.03
402,National Average,97,Sugar - Retail,5,KG,12,2015,4.03
403,National Average,97,Sugar - Retail,5,KG,1,2016,4.03
404,National Average,97,Sugar - Retail,5,KG,2,2016,4.06
405,National Average,97,Sugar - Retail,5,KG,3,2016,4.1
406,National Average,97,Sugar - Retail,5,KG,4,2016,4.05
407,National Average,97,Sugar - Retail,5,KG,5,2016,4.12
408,National Average,97,Sugar - Retail,5,KG,6,2016,4.14
409,National Average,97,Sugar - Retail,5,KG,7,2016,4.14
410,National Average,97,Sugar - Retail,5,KG,8,2016,4.28
411,National Average,97,Sugar - Retail,5,KG,9,2016,4.3
412,National Average,97,Sugar - Retail,5,KG,10,2016,4.3
413,National Average,97,Sugar - Retail,5,KG,11,2016,4.31
414,National Average,97,Sugar - Retail,5,KG,12,2016,4.28
415,National Average,97,Sugar - Retail,5,KG,1,2017,4.28
416,National Average,97,Sugar - Retail,5,KG,2,2017,4.27
417,National Average,97,Sugar - Retail,5,KG,3,2017,4.27
418,National Average,97,Sugar - Retail,5,KG,1,2018,4.345
419,National Average,97,Sugar - Retail,5,KG,2,2018,4.3572
420,National Average,97,Sugar - Retail,5,KG,3,2018,4.5968
421,National Average,97,Sugar - Retail,5,KG,4,2018,4.648
422,National Average,97,Sugar - Retail,5,KG,5,2018,4.7026
423,National Average,97,Sugar - Retail,5,KG,6,2018,4.7772
